Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.,non-JD,none
"SARBANES, John","[' (son of Senator Paul Sarbanes), \r', 'a Representative from Maryland; born in Baltimore, Md., May 22, \r', '1962; graduated from Gilman School, Baltimore, Md., 1980; A.B., Princeton \r', 'University, Princeton, N.J., 1984; J.D., Harvard University, Cambridge, Mass., \r', '1988; lawyer, private practice; elected as a Democrat to the One Hundred Tenth \r', 'and to the five succeeding Congresses (January 3, 2007-present).\r']",S001168,1,0,1,0,0,0,0,0,0,0,0,0
"SCALISE, Steve","['a Representative from Louisiana; born in New Orleans, Orleans \r', 'Parish, La., October 6, 1965; graduated from Rummel High School; B.S., \r', 'Louisiana State Univeristy, Baton Rouge, La.; software engineer; technology \r', 'company marketing executive; member of the Louisiana state house of \r', 'representatives, 1995-2007; member of the Louisiana state senate, 2008; elected \r', 'as a Republican to the One Hundred Tenth Congress, by special election, to fill \r', 'the vacancy caused by the resignation of United States Representative Bobby \r', 'Jindal, and reelected to the five succeeding Congresses (May 3, 2008-present); \r', 'majority whip (One Hundred Thirteenth through One Hundred Fifteenth \r', 'Congresses).\r']",S001176,0,1,0,0,0,0,0,0,0,0,0,1
"SCHAKOWSKY, Janice D.","['a Representative from Illinois; born in Chicago, Cook County, Ill., \r', 'May 26, 1944; attended Sullivan High School, Chicago, Ill.; B.S., University of \r', 'Illinois, Urbana-Champaign, Ill., 1965; director, Illinois State Council of \r', 'Senior Citizens, 1985-1990; member of the Illinois state house of \r', 'representatives, 1990-1998; elected as a Democrat to the One Hundred Sixth and \r', 'to the nine succeeding Congresses (January 3, 1999-present).\r']",S001145,0,1,0,0,0,0,0,0,0,0,0,1
"SCHIFF, Adam","[' a Representative from California; born in Framingham, Norfolk \r', 'County, Mass., June 22, 1960; B.A., Stanford University, Stanford, Calif., \r', '1982; J.D., Harvard University, Cambridge, Mass., 1985; lawyer, private \r', 'practice; prosecutor, Office of the United States Attorney for the Central \r', 'District of California, 1987-1993; unsuccessful candidate for election to the \r', 'California state assembly in 1994; member of the California state senate, \r', '1996-2001; elected as a Democrat to the One Hundred Seventh and to the eight \r', 'succeeding Congresses (January 3, 2001-present); one of the managers appointed \r', 'by the House of Representatives in 2009 to conduct the impeachment proceedings \r', 'of Samuel B. Kent, judge of the United States District Court for the Southern \r', 'District of Texas.\r']",S001150,1,0,1,0,0,0,0,0,0,0,0,0
"SCHNEIDER, Brad","['a Representative from Illinois; born in Denver, Denver County, \r', 'Colo., August 20, 1961; graduated from Cherry Creek High School, Denver, Colo., \r', '1979; B.S., Northwestern University, Evanston, Ill., 1983; M.B.A., Northwestern \r', 'University, Evanston, Ill., 1985; businessman; elected as a Democrat to the One \r', 'Hundred Thirteenth Congress (January 3, 2013-January 3, 2015); unsuccessful \r', 'candidate for reelection to the One Hundred Fourteenth Congress in 2014; \r', 'elected as a Democrat to the One Hundred Fifteenth Congress (January 3, \r', '2017-present). \r']",S001190,1,1,0,0,1,0,0,0,0,0,1,0
"SCHOCK, Aaron","['a Representative from Illinois; born in Morris, Stevens County, \r', 'Minn., May 28, 1981; attended Illinois Central College, East Peoria, Ill., \r', '1999-2002; B.S., Bradley University, Peoria, Ill., 2002; business owner; \r', 'entrepreneur; member of the Peoria, Ill. board of education, 2001-2005; \r', 'president of the Peoria, Ill., board of education, 2004-2005; member of the \r', 'Illinois state house of representatives, 2005-2008; elected as a Republican to \r', 'the One Hundred Eleventh and to the three succeeding Congresses until his resignation on March 31, 2015 (January 3, \r', '2009-March 31, 2015).\r']",S001179,0,1,0,0,0,0,0,0,0,0,0,1
"SCHRADER, Kurt","['a Representative from Oregon; born in Bridgeport, Fairfield County, \r', 'Conn., October 19, 1951; graduated from Champaign Centennial High School, \r', 'Champaign, Ill., 1969; B.A., Cornell University, Ithaca, N.Y., 1973; B.S., \r', 'University of Illinois, Urbana-Champaign, Ill., 1975; D.V.M., University of \r', 'Illinois, Urbana-Champaign, Ill., 1977; veterinarian; farmer; member of the \r', 'Oregon state house of representatives, 1997-2003; member of the Oregon state \r', 'senate, 2003-2008; elected as a Democrat to the One Hundred Eleventh and to the \r', 'four succeeding Congresses (January 3, 2009-present).\r']",S001180,1,1,0,0,0,0,0,0,0,0,0,1
"SCHWARTZ, Allyson Y.","['a Representative from Pennsylvania; born in Queens, Queens County, \r', 'N.Y., October 3, 1948; graduated from the Calhoun School, New York, N.Y., 1966; \r', 'B.A., Simmons College, Boston, Mass., 1970; M.S.W., Bryn Mawr College, Bryn \r', 'Mawr, Pa., 1972; health care executive; member of the Pennsylvania state \r', 'senate, 1991-2004; unsuccessful candidate to nomination for the United States \r', 'Senate in 2000; elected as a Democrat to the One Hundred Ninth and to the four \r', 'succeeding Congresses (January 3, 2005-January 3, 2015); was not a candidate \r', 'for reelection to the One Fourteenth Congress, but was an unsuccessful \r', 'candidate for nomination for Governor of Pennsylvania in 2014.\r', '</P><BR>\r', '<P><CENTER><FONT SIZE=4 COLOR=""#800040"">Bibliography</FONT></CENTER></P>&#148;Allyson Y. Schwartz&#148; in \r', '<i>Women in Congress, 1917-2006</i>. Prepared under the direction of \r', 'the Committee on House Administration by the Office of History &amp; \r', 'Preservation, U.S. House of Representatives. Washington: Government Printing \r', 'Office, 2006.\r']",S001162,1,0,0,0,0,0,1,0,0,0,1,0
"SCHWEIKERT, David","['a Representative from Arizona; born in Los Angeles, Los Angeles \r', 'County, Calif., on March 3, 1962; A.A., Scottsdale Community College, \r', 'Scottsdale, Ariz., 1985; B.S., Arizona State University, Tempe, Ariz., 1988; \r', 'M.B.A., Arizona State University, Tempe, Ariz., 2005; business owner; realtor; \r', 'financial consultant; member of the Arizona state house of representatives, \r', '1989-1994; member of the Arizona state board of equalization, 1995-2003; \r', 'Maricopa County, Ariz. treasurer, 2004-2006; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",S001183,1,1,0,0,1,0,0,0,0,0,1,0
"SCOTT, Austin","['a Representative from Georgia; born in Augusta, Richmond County, \r', 'Ga., December 10, 1969; graduated from Tiftarea Academy, Chula, Ga., 1987; B.B.A., University of Georgia, Athens, Ga., 1993; \r', 'business owner; member of the Georgia state house of representatives, \r', '1997-2010; elected as a Republican to the One Hundred Twelfth and to the three \r', 'succeeding Congresses (January 3, 2011-present).\r']",S001189,1,0,0,0,0,0,0,0,0,0,0,1
"SCOTT, David","['a Representative from Georgia; born in Aynor, Horry County, S.C., \r', 'June 27, 1945; graduated from Campbell High School, Daytona Beach, Fla., 1963; \r', 'B.A., Florida Agricultural and Mechanical University, Tallahassee, Fla., 1967; \r', 'M.B.A., Wharton School of Finance, University of Pennsylvania, Philadelphia, \r', 'Pa., 1969; business owner; member of the Georgia state house of \r', 'representatives, 1974-1982; member of the Georgia state senate, 1982-2002; \r', 'elected as a Democrat to the One Hundred Eighth and to the seven succeeding \r', 'Congresses (January 3, 2003-present).\r']",S001157,1,0,0,0,1,0,0,0,0,0,1,0
"SCOTT, Robert C.","['a Representative from Virginia; born in Washington, D.C., April 30, \r', '1947; graduated from Groton School, Groton, Mass., 1965; A.B., Harvard \r', 'University, Cambridge, Mass., 1969; J.D., Boston College School of Law, Boston, \r', 'Mass., 1973; lawyer, private practice; United States Army Reserve, 1970-1974; \r', 'Massachusetts Army National Guard, 1974-1976; member of the Virginia state \r', 'house of delegates, 1978-1983; member of the Virginia state senate, 1983-1993; \r', 'unsuccessful candidate for election to the One Hundredth Congress in 1986; \r', 'elected as a Democrat to the One Hundred Third and to the twelve succeeding \r', 'Congresses (January 3, 1993-present).\r']",S000185,1,0,1,0,0,0,0,0,0,0,0,0
"SENSENBRENNER, Frank James, Jr.","['a Representative from Wisconsin; born in Chicago, Cook County, Ill., \r', 'June 14, 1943; graduated from Milwaukee Country Day School, 1961; A.B., \r', 'Stanford University, Stanford, Calif., 1965; J.D., University of Wisconsin Law \r', 'School, Madison, Wis., 1968; staff, United States Representative Jesse Arthur \r', 'Younger of California, 1965; lawyer, private practice; member of the Wisconsin \r', 'state assembly, 1969-1975; member of the Wisconsin state senate, 1975-1979, \r', 'assistant minority leader, 1977-1979; delegate, Wisconsin state Republican \r', 'conventions, 1965-2017; elected as a Republican to the Ninety-sixth and to the \r', 'nineteen succeeding Congresses (January 3, 1979-present); one of the managers \r', 'appointed by the House of Representatives in 1989 to conduct the impeachment \r', 'proceedings against Walter L. Nixon, judge of the United States District Court \r', 'for the District Court of Mississippi; one of the managers appointed by the \r', 'House of Representatives in 1998 to conduct the impeachment proceedings of \r', 'President William Jefferson Clinton; one of the managers appointed by the House \r', 'of Representatives in 2009 to conduct the impeachment proceedings of Samuel B. \r', 'Kent, judge of the United States District Court for the Southern District of \r', 'Texas; one of the managers appointed by the House of Representatives in 2010 to \r', 'conduct the impeachment proceedings of G. Thomas Porteous, Jr., judge of the \r', 'United States District Court for the Eastern District of Louisiana; chair, \r', 'Committee on Science (One Hundred Fifth and One Hundred Sixth Congresses); \r', 'chair, Committee on the Judiciary (One Hundred Seventh through the One Hundred \r', 'Ninth Congresses).\r']",S000244,1,0,1,0,0,0,0,0,0,0,0,0
"SERRANO, Jos&eacute; E.","['a Representative from New York; born in Mayaguez, P.R., October 24, \r', '1943; graduated from Dodge Vocational High School, N.Y., 1961; attended Lehman \r', 'College, N.Y., City University of New York, 1961; United States Army, \r', '1964-1966; banker; member of the New York, N.Y., board of education, 1969-1974; \r', 'chairman, South Bronx Community Corporation; Delegate, Democratic National \r', 'Convention, 1976; member of the New York state assembly, 1975-1990; elected as \r', 'a Democrat to the One Hundred First Congress, by special election, to fill the \r', 'vacancy caused by the resignation of United States Representative Robert \r', 'Garcia, and to the fourteen succeeding Congresses (March 20, \r', '1990-present).\r']",S000248,0,0,0,0,0,0,0,0,0,0,0,1
"SESSIONS, Pete","['a Representative from Texas; born in Waco, McLennan County, Tex., \r', 'March 22, 1955; B.S., Southwestern University, Georgetown, Tex., 1978; business \r', 'executive; professional advocate; elected as a Republican to the One Hundred \r', 'Fifth and to the ten succeeding Congresses (January 3, 1997-present); chair, \r', 'Committee on Rules (One Hundred Thirteenth through One Hundred Fifteenth \r', 'Congresses).\r']",S000250,0,1,0,0,0,0,0,0,0,0,0,1
"SEWELL, Terri","['a Representative from Alabama; born in Huntsville, Madison County, \r', 'Ala., January 1, 1965; graduated from Selma High School, Selma, Ala., 1982; \r', 'A.B., Princeton University, Princeton, N.J., 1986; M.A., Oxford University, \r', 'Oxford, England, 1988; J.D., Harvard University, Cambridge, Mass., 1992; \r', 'lawyer, private practice; elected as a Democrat to the One Hundred Twelfth and \r', 'to the three succeeding Congresses (January 3, 2011-present).\r']",S001185,1,0,1,0,0,1,0,0,0,0,1,0
"SHEA-PORTER, Carol","['a Representative from New Hampshire; born in New York City, New York \r', 'County, N.Y., December, 1952; graduated from Oyster River High School, Durham, \r', 'N.H., 1971; B.A., University of New Hampshire, Durham, N.H., 1975; M.P.A., \r', 'University of New Hampshire, Durham, N.H., 1979; social worker; professor; \r', 'elected as a Democrat to the One Hundred Tenth and to the succeeding \r', 'Congress (January 3, 2007-January 3, 2011); unsuccessful candidate for \r', 'reelection to the One Hundred Twelfth Congress in 2010; elected as a Democrat \r', 'to the One Hundred Thirteenth Congress (January 3, 2013-January 3, 2015); \r', 'unsuccessful candidate for reelection to the One Hundred Fourteenth Congress in \r', '2014; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, \r', '2017-present).\r']",S001170,1,0,0,0,0,0,0,0,0,0,0,1
"SHERMAN, Brad","['a Representative from California; born in Los Angeles, Los Angeles \r', 'County, Calif., October 24, 1954; B.A., University of California, Los Angeles, \r', 'Calif., 1974; J.D., Harvard University, Cambridge, Mass., 1979; lawyer, private \r', 'practice; certified public accountant; member of the California state board of \r', 'equalization, 1990-1995; chair, California state board of equalization, \r', '1991-1995; elected as a Democrat to the One Hundred Fifth and to the ten \r', 'succeeding Congresses (January 3, 1997-present). \r']",S000344,1,0,1,0,0,0,0,0,0,0,0,0
"SHIMKUS, John M.","['a Representative from Illinois; born in Collinsville, Madison \r', 'County, Ill., February 21, 1958; graduated from Collinsville High School, \r', 'Collinsville, Ill.; B.S., United States Military Academy, West Point, N.Y., \r', '1980; teaching certificate, Christ College, Irvine, Calif., 1990; M.B.A., \r', 'Southern Illinois University, Edwardsville, Ill., 1997; United States Army, \r', '1980-1986; United States Army Reserve, 1986-2008; Collinsville Township, Ill., \r', 'trustee, 1989-1993; Madison County, Ill., treasurer, 1990-1996; elected as a \r', 'Republican to the One Hundred Fifth and to the ten succeeding Congresses \r', '(January 3, 1997-present).\r']",S000364,1,1,0,0,1,0,0,0,0,0,1,0
"SHUSTER, William (Bill)","[' (son of E. G. ""Bud"" Shuster), \r', 'a Representative from Pennsylvania; born in McKeesport, Allegheny \r', 'County, Pa., January 10, 1961; graduated from Everett High School, Everett. \r', 'Pa.; B.A., Dickinson College, Carlisle, Pa., 1983; M.B.A., American University, \r', 'Washington, D.C.; business owner; elected as a Republican to the One Hundred \r', 'Seventh Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative E. G. &#147;Bud&#148; Shuster of Pennsylvania \r', 'and reelected to the eight succeeding Congresses (May 15, 2001-present); chair, \r', 'Committee on Transportation and Infrastructure (One Hundred Thirteenth through \r', 'One Hundred Fifteenth Congresses).\r']",S001154,1,0,0,0,1,0,0,0,0,0,1,0
"SIMPSON, Michael K.","['a Representative from Idaho; born in Burley, Cassia County, Idaho, \r', 'September 8, 1950; graduated from Blackfoot High School, Blackfoot, Idaho, \r', '1968; B.S., Utah State University, Logan, Utah, 1972; D.M.D., Washington \r', 'University School of Dental Medicine, St. Louis, Mo., 1978; dentist; member of \r', 'the Idaho state house of representatives, 1984-1998, speaker, 1993-1998; \r', 'elected as a Republican to the One Hundred Sixth and to the nine succeeding \r', 'Congresses (January 3, 1999-present).\r']",S001148,0,1,0,0,0,0,0,0,0,1,1,0
"SINEMA, Kyrsten","['a Representative from Arizona; born in Tucson, Pima County, Ariz., \r', 'July 12, 1976; B.A., Brigham Young University, Provo, Utah; M.S., Arizona State \r', 'University, Tempe, Ariz., 1999; J.D., Arizona State University, Tempe, Ariz., \r', '2004; Ph.D., Arizona State University, Tempe, Ariz., 2012; social worker; \r', 'lawyer, private practice; adjunct professor; unsuccessful candidate for \r', 'election to the Arizona state house of representatives in 2002; member of the \r', 'Arizona state house of representatives, 2004-2010; member of the Arizona state \r', 'senate, 2010-2012; elected as a Democrat to the One Hundred Thirteenth and to \r', 'the two succeeding Congresses (January 3, 2013-present). \r']",S001191,1,0,1,1,0,0,1,0,0,0,1,0
"SIRES, Albio","['a Representative from New Jersey; born in Bejucal, Cuba, January 26, \r', '1951; graduated from Memorial High School, West New York, N.J., 1970; B.A., St. \r', 'Peter&#x2019;s College, Jersey City, N.J., 1974; M.A., Middlebury College, \r', 'Middlebury, Vt., 1985; businessman; teacher; unsuccessful candidate for \r', 'election to the One Hundredth Congress in 1986; Mayor of West New York, N.J., \r', '1995- 2007; member of the New Jersey state general assembly, 2000-2006, \r', 'speaker, 2002-2006; elected as a Democrat to the One Hundred Ninth Congress, by \r', 'special election, to fill the vacancy caused by the resignation of United \r', 'States Representative Robert Menendez, and reelected to the six succeeding \r', 'Congresses (November 7, 2006-present).\r']",S001165,1,0,0,0,0,1,0,0,0,0,1,0
"SLAUGHTER, Louise McIntosh","['a Representative from New York; born Louise McIntosh in Harlan \r', 'County, Ky., August 14, 1929; graduated from Somerset High School, Somerset, \r', 'Ky., 1947; B.S., University of Kentucky, Lexington, Ky., 1951; M.S., University \r', 'of Kentucky, Lexington, Ky., 1953; elected to the Monroe County, N.Y., \r', 'legislature, 1976-1979; regional coordinator for New York department of state, \r', '1976-1979; coordinator, regional office of New York lieutenant governor, \r', '1979-1982; member of the New York state assembly, 1982-1986; elected as a \r', 'Democrat to the One Hundredth and to the fifteen succeeding Congresses; served \r', 'until her death on March 16, 2018 (January 3, 1987-March 16, 2018); chair, \r', 'Committee on Rules (One Hundred Tenth and One Hundred Eleventh Congresses); \r', 'died on March 16, 2018, in Washington, D.C.\r']",S000480,0,1,0,0,0,0,1,0,0,0,1,0
"SMITH, Adam","['a Representative from Washington; born in Washington, D.C., June 15, \r', '1965; graduated from Tyee High School, Seattle, Wash. 1983; B.A., Fordham \r', 'University, New York, N.Y., 1987; J.D., University of Washington, \r', 'Seattle, Wash., 1990; lawyer, private practice; city prosecutor, Seattle, \r', 'Wash., 1993-1995; member of the Washington state senate, 1991-1996; elected as \r', 'a Democrat to the One Hundred Fifth and to the ten succeeding Congresses \r', '(January 3, 1997-present). \r']",S000510,1,0,1,0,0,0,0,0,0,0,0,0
"SMITH, Adrian","['a Representative from Nebraska; born in Scottsbluff, Scotts Bluff \r', 'County, Nebr., December 19, 1970; graduated from Gering High School, Gering, \r', 'Nebr., 1989; B.S., University of Nebraska, Lincoln, Nebr., 1993; business \r', 'owner; education coordinator; member of the Gering, Nebr., city council, \r', '1994-1998; member of the Nebraska state legislature, 1999-2007; elected as a \r', 'Republican to the One Hundred Tenth and to the five succeeding Congresses \r', '(January 3, 2007-present).\r']",S001172,0,1,0,0,0,0,0,0,0,0,0,1
"SMITH, Christopher Henry","['a Representative from New Jersey; born in Rahway, Union County, \r', 'N.J., March 4, 1953; graduated from St. Mary&#x2019;s High School, Perth Amboy, \r', 'N.J., 1971; B.S., Trenton State College, Ewing, N.J., 1975; attended Worcester \r', 'College, Worcester, England, 1974; businessman, family sporting goods company; \r', 'nonprofit executive; unsuccessful \r', 'candidate for election to the Ninety-sixth Congress in 1978; elected as a \r', 'Republican to the Ninety-seventh and to the eighteen succeeding Congresses \r', '(January 3, 1981-present); chair, Committee on Veterans Affairs (One Hundred \r', 'Seventh through One Hundred Eighth Congresses).\r']",S000522,0,1,0,0,0,0,0,0,0,0,0,1
"SMITH, Lamar Seeligson","['a Representative from Texas; born in San Antonio, Bexar County, \r', 'Tex., November 19, 1947; graduated from Texas Military Institute, San Antonio, \r', 'Tex., 1965; B.A., Yale University, New Haven, Conn., 1969; J.D., Southern \r', 'Methodist University School of Law, Dallas, Tex., 1975; journalist; lawyer, \r', 'private practice; member of the Texas state house of representatives, \r', '1981-1982; Bexar County, Tex., commissioner, 1982-1985; elected as a Republican \r', 'to the One Hundredth and to the fifteen succeeding Congresses (January 3, \r', '1987-present); chair, Committee on Standards of Official Conduct (One Hundred \r', 'Sixth Congress); chair, Committee on the Judiciary (One Hundred Twelfth \r', 'Congress); chair, Committee on Science, Space, and Technology (One Hundred \r', 'Thirteenth through One Hundred Fifteenth Congresses).\r']",S000583,1,0,1,0,0,0,0,0,0,0,0,0
"SOUTHERLAND, Steve","['a Representative from Florida; born in Nashville, Davidson County, \r', 'Tennessee, on October 10, 1965; B.S., Troy State University, Troy, Ala., 1987; \r', 'A.A., Jefferson State Community College, Birmingham, Ala., 1989; mortician; \r', 'business owner; elected as a Republican to the One Hundred Twelfth and to the \r', 'succeeding Congress (January 3, 2011-January 3, 2015); unsuccessful candidate \r', 'for reelection to the One Hundred Fourteenth Congress in 2014.\r']",S001186,0,1,0,0,0,0,0,0,0,0,0,1
"SPEIER, Karen Lorraine Jacqueline (Jackie)","['a Representative from California; born in San Francisco, San \r', 'Francisco County, Calif., May 14, 1950; graduated from Mercy High School, \r', 'Burlingame, Calif., 1968; B.A., University of California, Davis, Calif., 1972; \r', 'J.D., University of California Hastings School of Law, San Francisco, Calif., \r', '1976; staff, United States Representative Leo Joseph Ryan of California, \r', '1973-1978; lawyer, private practice; San Mateo County, Calif., supervisor, \r', '1980-1986; member of the California state assembly, 1986-1998; member of the \r', 'California state senate, 1998-2006; unsuccessful candidate for the special \r', 'election to fill the vacancy caused by the death of United States \r', 'Representative Leo Joseph Ryan of California in 1979; unsuccessful candidate \r', 'for election for lieutenant governor of California in 2006;elected as a \r', 'Democrat to the One Hundred Tenth Congress, by special election, to fill the \r', 'vacancy caused by the death of United States Representative Thomas Peter \r', 'Lantos, and reelected to the five succeeding Congresses (April 8, \r', '2008-present). \r']",S001175,1,0,1,0,0,0,0,0,0,0,0,0
"STEWART, Chris","['a Representative from Utah; born in Logan, Cache County, Utah, July \r', '15, 1960; graduated from Sky View High School, Smithfield, Utah, 1978; B.S., \r', 'Utah State University, Logan, Utah, 1984; United States Air Force, 1984-1998; \r', 'author; business executive; elected as a Republican to the One Hundred \r', 'Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",S001192,0,1,0,0,0,0,0,0,0,0,0,1
"STIVERS, Steve","['a Representative from Ohio; born in Cincinnati, Hamilton County, \r', 'Ohio, March 24, 1965; graduated from Ripley-Union-Lewis High School, Ripley, \r', 'Ohio, 1983; B.A., Ohio State University, Columbus, Ohio, 1989; M.B.A., Ohio \r', 'State University, Columbus, Ohio, 1996; M.A., Army War College, Carlisle, Pa., \r', '2012; Ohio Army National Guard, 1988-present; brigadier general; staff, Ohio \r', 'state senate; professional advocate; businessman; member of the Ohio state \r', 'senate, 2003-2008; unsuccessful candidate for election to the One Hundred \r', 'Eleventh Congress in 2008; elected as a Republican to the One Hundred Twelfth \r', 'and to the three succeeding Congresses (January 3, 2011-present).\r']",S001187,1,0,0,0,1,1,0,0,0,0,1,0
"STOCKMAN, Steve","['a Representative from Texas; born in Bloomfield Hills, Mich., \r', 'November 14, 1956; graduated from Dondero High School, Royal Oak, Mich., 1975; \r', 'B.S., University of Houston, Houston, Tex., 1990; accountant; elected as a \r', 'Republican to the One Hundred Fourth Congress (January 3, 1995-January 3, \r', '1997); unsuccessful candidate for reelection the One Hundred Fifth Congress in \r', '1996; elected as a Republican to the One Hundred Thirteenth Congress (January \r', '3, 2013-January 3, 2015); was not a candidate for reelection to the One Hundred \r', 'Fourteenth Congress in 2014, but was an unsuccessful candidate for nomination \r', 'to the United States Senate.\r']",S000937,0,1,0,0,0,0,0,0,0,0,0,1
"STUTZMAN, Marlin","['a Representative from Indiana; born in Sturgis, Saint Joseph County, \r', 'Mich., August 31, 1976; graduated from Lake Area Christian High School, \r', 'Sturgis, Mich., 1994; attended Trine State University, Angola, Ind.; attended \r', 'Glen Oaks Community College, Centreville, Mich.; farmer; business owner; member \r', 'of the Indiana state house of representatives, 2002-2008; member of the Indiana \r', 'state senate, 2009-2010; unsuccessful candidate for nomination to the United \r', 'States Senate in 2010; elected as a Republican to the One Hundred Eleventh \r', 'Congress, by special election, to fill the vacancy caused by the resignation of \r', 'United States Representative Mark Souder, and simultaneously elected to the One \r', 'Hundred Twelfth Congress; reelected to the two succeeding Congresses (November \r', '2, 2010-January 3, 2017); was not a candidate for reelection to the One Hundred \r', 'Fifteenth Congress in 2016, but was an unsuccessful candidate for nomination to \r', 'the United States Senate.\r']",S001188,0,0,0,0,0,0,0,0,0,0,0,1
"SWALWELL, Eric","['a Representative from California; born in Sac City, Sac County, \r', 'Iowa, November 16, 1980; graduated from Dublin High School, Dublin, Calif.; \r', 'B.A. University of Maryland, College Park, Md., 2003; J.D., University of \r', 'Maryland School of Law, Baltimore, Md., 2006; Alameda County, Calif., \r', 'prosecutor; Alameda County, Calif., deputy district attorney, 2006-2012; member \r', 'of the Dublin, Calif., town council, 2010-2012; elected as a Democrat to the \r', 'One Hundred Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",S001193,1,0,1,0,0,0,0,0,0,0,0,0
"TAKANO, Mark","['a Representative from California; born in Riverside, Riverside \r', 'County, Calif., December 10, 1960; graduated from La Sierra High School, \r', 'Riverside, Calif., 1979; A.B., Harvard University, Cambridge, Mass., 1983; \r', 'M.F.A., University of California, Riverside, Calif.; teacher; member of the \r', 'Riverside Community College district board of trustees, 1990-2012, president, \r', '1992, 1997, 1998, 2005, 2006; unsuccessful candidate for election to the One \r', 'Hundred Third Congress in 1992 and One Hundred Fourth Congress in 1994; elected \r', 'as a Democrat to the One Hundred Thirteenth and to the two succeeding \r', 'Congresses (January 3, 2013-present).\r']",T000472,1,0,0,0,0,0,0,0,0,0,0,1
"TERRY, Lee Raymond","['a Representative from Nebraska; born in Omaha, Douglas County, Nebr., January 29, 1962; graduated from Omaha Northwest High School, Omaha, Nebr., 1980; B.A., University of Nebraska, Lincoln, Nebr., 1984; J.D., Creighton Law School, Omaha, Nebr., 1987; member of the Omaha, Nebr., city council, 1991-1998; elected as a Republican to the One Hundred Sixth and to the seven succeeding Congresses (January 3, 1999-January 3, 2015); was an unsuccessful candidate for reelection to the One Hundred Fourteenth Congress in 2014. \r']",T000459,1,0,1,0,0,0,0,0,0,0,0,0
"THOMPSON, Bennie","['a Representative from Mississippi; born in Bolton, Hinds County, \r', 'Miss., January 28, 1948; B.A., Tougaloo College, Tougaloo, Miss., 1968; M.S., \r', 'Jackson State University, Jackson, Miss., 1972; teacher; member of the Bolton, \r', 'Miss., board of aldermen, 1969-1973; Mayor of Bolton, Miss., 1973-1979; member \r', 'of the Hinds County, Miss., board of supervisors, 1980-1993; elected as a \r', 'Democrat to the One Hundred Third Congress, by special election, to fill the \r', 'vacancy caused by the resignation of United States Representative Alphonso \r', 'Michael (Mike) Espy, and reelected to the twelve succeeding Congresses (April \r', '13, 1993-present); chair, Committee on Homeland Security (One Hundred Tenth and \r', 'One Hundred Eleventh Congresses).\r']",T000193,1,0,0,0,0,0,1,0,0,0,1,0
"THOMPSON, Glenn","['a Representative from Pennsylvania; born in Bellefonte, Centre \r', 'County, Pa., July 27, 1959; B.S., Pennsylvania State University, University \r', 'Park, Pa., 1981; M.Ed., Temple University, Philadelphia, Pa., 1988; \r', 'rehabilitation therapist manager; member of the Bald Eagle, Pa., school board, \r', '1990-1995; unsuccessful candidate for nomination to the Pennsylvania state \r', 'house of representatives in 1998 and 2000; chairman, Centre County Pa., \r', 'Republican Party, 2002-2008; elected as a Republican to the One Hundred \r', 'Eleventh and to the four succeeding Congresses (January 3, \r', '2009-present).\r']",T000467,0,1,0,0,0,0,0,0,0,0,0,1
"THOMPSON, Michael","['a Representative from California; born in St. Helena, Napa County, \r', 'Calif., January 24, 1951; graduated from St. Helena High School, St. Helena, \r', 'Calif.; B.A., California State University, Chico, Calif., 1982; M.A., \r', 'California State University, Chico, Calif., 1996; United States Army, \r', '1969-1972; California state assembly fellow, 1982-1983; member of the \r', 'California state senate, 1990-1998; elected as a Democrat to the One Hundred \r', 'Sixth and to the nine succeeding Congresses (January 3, \r', '1999-present).\r']",T000460,1,0,0,0,0,1,0,0,0,0,1,0
"THORNBERRY, William McClellan (Mac)","['a Representative from Texas; born in Clarendon, Donley County, Tex., \r', 'July 15, 1958; graduated from Clarendon High School, Clarendon, Tex., 1976; \r', 'B.A., Texas Tech University, Lubbock, Tex., 1980; J.D., University of Texas \r', 'School of Law, Austin, Tex., 1983; staff, United States Representative Thomas \r', 'Gilbert Loeffler of Texas, 1983-1985; staff, United States Representative Larry \r', 'Ed Combest of Texas, 1985-1988; deputy assistant Secretary of State for \r', 'Legislative Affairs, United States Department of State, 1988-1989; rancher; \r', 'lawyer, private practice; elected as a Republican to the One Hundred Fourth and \r', 'to the eleven succeeding Congresses (January 3, 1995-present); chair, Committee \r', 'on Armed Services (One Hundred Fourteenth and One Hundred Fifteenth \r', 'Congresses).\r']",T000238,1,0,1,0,0,0,0,0,0,0,0,0
